Unnamed: 0,domain,phylum,class,order,family,genus,species,Breast (N),Breast (NAT),Breast (T),Lung (NAT),Lung (T),Melanoma (T),Pancreas (T),Ovary (N+NAT),Ovary (T),Bone (T),GBM (T),Colon (NAT),Colon (T),row_sum
6203,Bacteria,Firmicutes,Bacilli,Turicibacterales,Turicibacteraceae,Turicibacter,Unknown species41,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6220,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Unknown genus216,Unknown species4,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6221,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Unknown genus216,Unknown species8,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6223,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Unknown genus221,Unknown species4,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6244,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Unknown genus127,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6285,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Unknown species1187,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6291,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Unknown species19,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6293,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Unknown species2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6299,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Unknown species3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6319,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Unknown species773,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6342,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6348,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,SMB53,SMB53 Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6356,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Unknown species19,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6376,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto,Unknown species387,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6384,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto,Unknown species415,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6390,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto,Unknown species437,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6392,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto,Unknown species453,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6416,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto,Clostridium paraputrificum,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6434,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium brachy,0,0,1,0,0,0,0,0,0,0,0,0,1,2
6443,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6486,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus1071,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6491,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus1121,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6512,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus1236,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6528,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus1344,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6530,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus136,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6534,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus1371,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6580,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus168,Unknown species8,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6581,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus168,Unknown species9,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6588,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus1739,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6607,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus1881,Unknown species1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6618,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus1955,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6620,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus1962,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6640,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus2208,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6689,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus2763,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6690,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus2779,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6703,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3008,Unknown species1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6751,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3107,Unknown species26,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6771,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3110,Unknown species37,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6773,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3110,Unknown species42,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6784,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3122,Unknown species27,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3193,Unknown species5,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6832,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3220,Unknown species3,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6842,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3239,Unknown species4,0,1,1,0,0,0,0,0,0,0,0,0,0,2
6858,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3262,Unknown species2,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6866,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3284,Unknown species13,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6886,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3313,Unknown species5,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6889,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3332,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6890,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3332,Unknown species11,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6914,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3397,Unknown species10,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6924,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3403,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6966,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus352,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6968,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3522,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6973,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3540,Unknown species7,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6989,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3593,Unknown species3,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7009,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus371,Unknown species2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7014,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3741,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7022,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3758,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7052,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus393,Unknown species2,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7057,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus3961,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7107,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus425,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7108,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus4252,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7109,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus4260,Unknown species2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7147,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus470,Unknown species7,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7150,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus493,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7162,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus54,Unknown species126,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7191,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus606,Unknown species4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7206,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus665,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7228,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus745,Unknown species2,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7232,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus755,Unknown species3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7237,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus80,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7256,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unknown genus891,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7285,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species108,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7289,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1109,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7291,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species113,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7296,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1143,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7297,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1149,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7302,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1182,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7340,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1406,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7347,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1454,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7353,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1473,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7359,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1493,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7406,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1721,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7412,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1767,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7418,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1784,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7427,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1812,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7441,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1862,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7443,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1870,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7449,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1893,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7461,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1959,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7465,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1965,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7466,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species1966,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7498,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species2104,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7502,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species2124,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7544,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species2266,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7546,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species227,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7558,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species2322,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7596,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species2513,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7662,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species608,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7727,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unknown species968,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7735,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia faecis,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7736,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia obeum,0,0,0,0,0,0,0,1,0,0,0,1,1,3
7747,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella,Unknown species13,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7754,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella,Unknown species37,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7758,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella,Unknown species52,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7790,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species126,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7795,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1325,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7806,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species143,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7814,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1444,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7821,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1459,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7835,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1497,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7845,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1528,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7848,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1533,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7852,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1543,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7853,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1545,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7871,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1618,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7884,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1658,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7887,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1668,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7888,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1674,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7889,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1677,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7904,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1730,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7913,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1767,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7931,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1893,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7933,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species191,0,0,0,0,0,0,0,0,0,0,0,1,1,2
7937,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species1947,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7949,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species267,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7953,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species294,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7978,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species467,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7985,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species535,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8010,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Unknown species78,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8037,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Clostridium bolteae,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8038,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Clostridium celerecrescens,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8039,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Clostridium citroniae,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8040,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Clostridium clostridioforme,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8042,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Clostridium lavalense,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8043,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Clostridium symbiosum,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8044,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Hungatella hathewayi,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8047,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVb,Unknown species2,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8048,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVb,Unknown species213,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8049,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVb,Unknown species222,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8059,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVb,Clostridium lactatifermentans,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8061,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species1007,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8064,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species103,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8073,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species1085,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8079,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species1115,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8080,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species1126,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8084,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species1149,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8088,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species1169,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8094,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species176,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8102,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species209,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8111,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species277,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8124,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species438,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8135,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species527,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8136,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species544,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8140,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species564,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8143,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species571,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8159,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species681,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8183,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species825,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8189,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species852,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8207,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species920,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8217,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Unknown species99,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8219,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus catus,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8220,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus comes,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8221,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8222,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Unknown species1004,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8225,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Unknown species117,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8229,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Unknown species136,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8232,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Unknown species183,0,0,0,0,0,0,0,0,0,0,0,1,1,2
8248,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Unknown species453,0,0,0,0,0,0,0,0,0,0,0,1,0,1
