index,ID,Breast (NAT)_sum,Breast (N)_sum,Breast (N-FA)_sum,Breast (T)_sum,Lung (NAT)_sum,Lung (T)_sum,Melanoma (T)_sum,Pancreas (T)_sum,Ovary (NAT)_sum,Ovary (N- fallop)_sum,Ovary (T)_sum,Colon (NAT)_sum,Colon (T)_sum,Bone (T)_sum,GBM (T)_sum
11465,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Devosia_Unknown species200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11490,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Devosia_Unknown species3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11530,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Hyphomicrobium_Hyphomicrobium zavarzinii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11560,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Rhodoplanes_Unknown species273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11561,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Rhodoplanes_Unknown species274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11566,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Rhodoplanes_Unknown species290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11610,Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylobacteriaceae_Methylobacterium_Unknown species112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11663,Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylobacteriaceae_Methylobacterium_Methylobacterium rhodesianum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11664,Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylobacteriaceae_Methylobacterium_Methylobacterium soli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11707,Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Aminobacter_Unknown species12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11786,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Agrobacterium_Unknown species106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11792,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Agrobacterium_Unknown species136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11812,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Agrobacterium_Unknown species22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11843,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Agrobacterium_Unknown species300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11850,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Agrobacterium_Unknown species320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11852,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Agrobacterium_Unknown species36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11900,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Rhizobium_Unknown species23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11908,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Rhizobium_Unknown species79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12034,Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Unknown genus345_Unknown species3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12074,Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus_Unknown species31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12101,Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus_Paracoccus aestuarii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12117,Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Rhodobaca_Unknown species18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12207,Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Rubellimicrobium_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12208,Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Rubellimicrobium_Unknown species10,0,0,0,603.495365369178,0,0,0,0,0,0,0,0,0,0,0
12214,Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Rubellimicrobium_Unknown species21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12219,Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Rubellimicrobium_Unknown species26,0,0,0,5055.567096506929,0,7271.033586503755,0,0,0,0,0,0,0,0,0
12280,Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Roseomonas_Unknown species80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12286,Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Roseomonas_Roseomonas aestuarii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12361,Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Azospirillum_Unknown species35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12375,Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Dongia_Unknown species11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12383,Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Dongia_Unknown species76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12399,Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Skermanella_Unknown species23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12438,Proteobacteria_Alphaproteobacteria_Rickettsiales_Rickettsiaceae_Wolbachia_Unknown species74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12485,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Erythrobacteraceae_Altererythrobacter_Unknown species138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12499,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Erythrobacteraceae_Altererythrobacter_Unknown species43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12508,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Erythrobacteraceae_Croceicoccus_Croceicoccus marinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12510,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Erythrobacteraceae_Erythrobacter_Unknown species26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12542,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Unknown genus86_Unknown species2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12546,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Unknown genus96_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12561,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium_Unknown species165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12576,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium_Unknown species216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12596,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium_Unknown species271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12614,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium_Unknown species73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12662,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingobium_Unknown species91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12671,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingobium_Sphingobium xenophagum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12680,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Unknown species111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12758,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Unknown species316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12759,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Unknown species317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12764,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Unknown species334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12802,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Unknown species440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12812,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Unknown species460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12815,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Unknown species463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12834,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Unknown species509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12856,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Unknown species564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12874,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Unknown species603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12879,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Unknown species613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12882,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Unknown species620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12887,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Unknown species629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12891,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Unknown species639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12894,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Unknown species645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12932,Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_Sphingomonas rubra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12978,Proteobacteria_Alphaproteobacteria_Unknown order_Unknown family_Unknown genus212_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12998,Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Achromobacter_Achromobacter denitrificans,156.011873220814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13012,Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Achromobacter_Unknown species68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13020,Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Alcaligenes_Unknown species37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13046,Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Oligella_Oligella urethralis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13161,Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Lautropia_Unknown species12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13204,Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Acidovorax_Unknown species56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13330,Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Comamonas_Unknown species104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Comamonas_Unknown species153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344,Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Comamonas_Unknown species24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347,Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Comamonas_Unknown species59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13360,Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Comamonas_Comamonas terrae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13394,Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Diaphorobacter_Unknown species9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13396,Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Giesbergeria_Unknown species2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13402,Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Hydrogenophaga_Unknown species147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13487,Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Limnohabitans_Unknown species41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13536,Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Pseudorhodoferax_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13642,Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Unknown genus67_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13748,Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Janthinobacterium_Unknown species30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13806,Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Massilia_Unknown species171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13816,Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Massilia_Unknown species2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13885,Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Massilia_Unknown species79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13889,Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Massilia_Unknown species89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13898,Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Massilia_Massilia haematophila,935.3662302028856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13998,Proteobacteria_Betaproteobacteria_Burkholderiales_Unknown family_Unknown genus62_Unknown species1,0,0,0,255.1888543442503,0,0,0,0,0,0,0,0,0,0,0
14019,Proteobacteria_Betaproteobacteria_Gallionellales_Gallionellaceae_Gallionella_Unknown species54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14121,Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Neisseria_Unknown species16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14132,Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Neisseria_Unknown species205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14143,Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Neisseria_Unknown species293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14228,Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Dechloromonas_Unknown species157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14258,Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Ferribacterium_Ferribacterium limneticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14336,Proteobacteria_Deltaproteobacteria_Bdellovibrionales_Bdellovibrionaceae_Bdellovibrio_Unknown species107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14410,Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Unknown genus30_Unknown species2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14464,Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Jahnella_Unknown species10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14516,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_Unknown genus242_Unknown species4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14587,Proteobacteria_Gammaproteobacteria_Aeromonadales_Aeromonadaceae_Aeromonas_Unknown species159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14656,Proteobacteria_Gammaproteobacteria_Alteromonadales_Idiomarinaceae_Aliidiomarina_Aliidiomarina maris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14657,Proteobacteria_Gammaproteobacteria_Alteromonadales_Idiomarinaceae_Aliidiomarina_Unknown species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14671,Proteobacteria_Gammaproteobacteria_Alteromonadales_Shewanellaceae_Shewanella_Unknown species31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14725,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Unknown genus149_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14739,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Unknown genus245_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14799,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_Unknown species231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14831,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_Unknown species375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14892,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Erwinia_Unknown species282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14899,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Erwinia_Unknown species294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14919,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Erwinia_Erwinia rhapontici,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14971,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia/Shigella_Unknown species570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14977,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia/Shigella_Unknown species614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14984,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia/Shigella_Unknown species629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14987,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia/Shigella_Unknown species634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15004,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia/Shigella_Unknown species752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15014,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia/Shigella_Unknown species824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15071,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pantoea_Pantoea conspicua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15090,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Raoultella_Raoultella planticola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15098,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Serratia_Unknown species123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15123,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Serratia_Serratia symbiotica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15137,Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Trabulsiella_Trabulsiella odontotermitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15211,Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas_Halomonas stevensii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15243,Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Actinobacillus_Unknown species8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15267,Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus_Unknown species191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15269,Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus_Unknown species203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15297,Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus_Unknown species8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15368,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_Unknown species31,0,0,0,5825.59061667751,0,0,1602.6460689208911,0,0,0,0,0,0,0,0
15384,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_Unknown species360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15404,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_Unknown species415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15407,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_Unknown species419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15443,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_Unknown species8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15499,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Psychrobacter_Psychrobacter cryohalolentis,0,0,0,467.6270654299586,0,0,0,0,0,0,0,0,0,0,0
15525,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Unknown genus74_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15567,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_Unknown species385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15596,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_Unknown species578,0,0,0,1583.9965842933525,1282.3721506286372,0,0,0,0,0,0,0,0,0,0
15625,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_Unknown species716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15643,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_Unknown species830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15644,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_Unknown species839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15651,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_Unknown species916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15664,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_Pseudomonas asplenii,0,0,0,381.6891336067905,0,0,0,0,0,0,0,0,0,0,0
15668,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_Pseudomonas benzenivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15671,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_Pseudomonas cedrina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15716,Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_Pseudomonas psychrotolerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15750,Proteobacteria_Gammaproteobacteria_Vibrionales_Pseudoalteromonadaceae_Unknown genus4_Unknown species2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15797,Proteobacteria_Gammaproteobacteria_Xanthomonadales_Sinobacteraceae_Steroidobacter_Unknown species126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15844,Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Luteimonas_Unknown species32,0,0,0,547.5720927723582,0,0,0,0,0,0,0,0,0,0,0
15972,SBR1093_VHS-B5-50_Unknown order_Unknown family_Unknown genus12_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16008,Spirochaetes_Spirochaetes_Spirochaetales_Spirochaetaceae_Treponema_Unknown species713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16042,TM6_SJA-4_Unknown order_Unknown family_Unknown genus31_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16118,TM7_TM7-3_CW040_Unknown family_Unknown genus3_Unknown species6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16127,TM7_TM7-3_EW055_Unknown family_Unknown genus24_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16230,Thermi_Deinococci_Deinococcales_Deinococcaceae_Deinococcus_Unknown species26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16281,Verrucomicrobia_Pedosphaerae_Pedosphaerales_Ellin517_Unknown genus38_Unknown species2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16285,Verrucomicrobia_Pedosphaerae_Pedosphaerales_Ellin517_Unknown genus51_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16357,Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Prosthecobacter_Unknown species11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Acidobacteria_DA052_Ellin6513_Unknown family_Unknown genus162_Unknown species2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Acidobacteria_DA052_Ellin6513_Unknown family_Unknown genus18_Unknown species5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Actinobacteria_Acidimicrobiia_Acidimicrobiales_Unknown family_Unknown genus31_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Actinobacteria_Actinobacteria_Acidimicrobiales_Acidimicrobiaceae_Ilumatobacter_Unknown species15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Actinobacteria_Actinobacteria_Actinomycetales_ACK-M1_Unknown genus83_Unknown species4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Actinomyces_Actinomyces dentalis,0,0,0,391.8586456393973,0,0,0,150.64722745882315,0,0,0,0,0,0,0
224,Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Actinomyces_Actinomyces johnsonii,0,0,0,3899.3852915806483,0,0,0,0,0,0,0,0,0,0,0
419,Actinobacteria_Actinobacteria_Actinomycetales_Cellulomonadaceae_Cellulomonas_Unknown species9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
